#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
k127_126931_1        -          2-Hacid_dh           PF00389.28   3.2e-33  118.4   0.0   3.7e-33  118.3   0.0   1.0   1   0   0   1   1   1   1 # 1 # 426 # -1 # ID=126680_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.592
k127_219662_1        -          2-Hacid_dh           PF00389.28   5.4e-31  111.3   0.0   6.4e-31  111.0   0.0   1.0   1   0   0   1   1   1   1 # 2 # 1000 # 1 # ID=219239_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.686
k127_317759_1        -          2-Hacid_dh           PF00389.28   1.7e-30  109.6   0.4   1.8e-30  109.5   0.4   1.0   1   0   0   1   1   1   1 # 1 # 390 # -1 # ID=315394_1;partial=10;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.677
k127_58733_1         -          2-Hacid_dh           PF00389.28   4.1e-30  108.4   0.8   4.9e-30  108.2   0.8   1.0   1   0   0   1   1   1   1 # 2 # 355 # 1 # ID=58614_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.551
k127_228090_1        -          2-Hacid_dh           PF00389.28     1e-27  100.6   0.1   1.1e-27  100.5   0.1   1.1   1   0   0   1   1   1   1 # 3 # 458 # -1 # ID=227658_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.616
k127_338948_2        -          2-Hacid_dh           PF00389.28   2.1e-27   99.6   0.1   2.4e-27   99.4   0.1   1.2   1   0   0   1   1   1   1 # 94 # 678 # 1 # ID=336530_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.691
k127_204079_1        -          2-Hacid_dh           PF00389.28   3.3e-27   99.0   0.1   3.8e-27   98.8   0.1   1.1   1   0   0   1   1   1   1 # 3 # 530 # -1 # ID=203690_1;partial=10;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.627
k127_19004_1         -          2-Hacid_dh           PF00389.28   1.5e-26   96.9   0.1   1.7e-26   96.7   0.1   1.1   1   0   0   1   1   1   1 # 3 # 599 # -1 # ID=18969_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.712
k127_60786_1         -          2-Hacid_dh           PF00389.28   2.8e-26   96.0   1.2   3.1e-25   92.6   0.2   2.0   1   1   1   2   2   1   1 # 3 # 731 # 1 # ID=60665_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.653
k127_63290_1         -          2-Hacid_dh           PF00389.28   3.7e-26   95.6   0.1   4.9e-26   95.2   0.1   1.1   1   0   0   1   1   1   1 # 3 # 362 # -1 # ID=63164_1;partial=10;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.503
k127_19572_1         -          2-Hacid_dh           PF00389.28     5e-26   95.2   0.1   5.5e-26   95.0   0.1   1.0   1   0   0   1   1   1   1 # 1 # 327 # 1 # ID=19537_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.630
k127_71200_1         -          2-Hacid_dh           PF00389.28   1.6e-25   93.5   0.0   2.2e-25   93.1   0.0   1.1   1   0   0   1   1   1   1 # 2 # 391 # -1 # ID=71051_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.587
k127_141315_1        -          2-Hacid_dh           PF00389.28   9.1e-25   91.1   1.3     1e-24   90.9   1.3   1.0   1   0   0   1   1   1   1 # 3 # 329 # -1 # ID=141033_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.419
k127_177392_1        -          2-Hacid_dh           PF00389.28   1.4e-24   90.5   0.1   1.6e-24   90.3   0.1   1.0   1   0   0   1   1   1   1 # 3 # 380 # 1 # ID=177049_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.410
k127_33888_1         -          2-Hacid_dh           PF00389.28   1.6e-24   90.3   0.2   1.9e-24   90.1   0.2   1.0   1   0   0   1   1   1   1 # 3 # 407 # -1 # ID=33815_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.706
k127_240467_2        -          2-Hacid_dh           PF00389.28   3.6e-24   89.2   0.1   3.9e-24   89.0   0.1   1.0   1   0   0   1   1   1   1 # 323 # 604 # 1 # ID=240010_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.720
k127_254480_1        -          2-Hacid_dh           PF00389.28   5.6e-24   88.5   0.1     6e-24   88.4   0.1   1.0   1   0   0   1   1   1   1 # 28 # 381 # 1 # ID=253996_1;partial=01;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.466
k127_20561_1         -          2-Hacid_dh           PF00389.28   6.1e-24   88.4   0.0   6.7e-24   88.3   0.0   1.1   1   0   0   1   1   1   1 # 2 # 580 # 1 # ID=20516_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.667
k127_143044_1        -          2-Hacid_dh           PF00389.28   3.9e-22   82.6   0.0   4.6e-22   82.3   0.0   1.1   1   0   0   1   1   1   1 # 1 # 405 # -1 # ID=142759_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.632
k127_15437_1         -          2-Hacid_dh           PF00389.28   1.4e-21   80.7   0.5   1.8e-21   80.4   0.5   1.3   1   1   0   1   1   1   1 # 1 # 534 # 1 # ID=15406_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.693
k127_339442_1        -          2-Hacid_dh           PF00389.28   1.5e-21   80.7   0.0   1.6e-21   80.6   0.0   1.1   1   0   0   1   1   1   1 # 1 # 372 # -1 # ID=337021_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.460
k127_59308_1         -          2-Hacid_dh           PF00389.28   2.4e-21   80.0   0.0   2.6e-21   79.9   0.0   1.0   1   0   0   1   1   1   1 # 3 # 314 # 1 # ID=59187_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.702
k127_218414_1        -          2-Hacid_dh           PF00389.28   2.9e-21   79.7   0.6   3.1e-21   79.6   0.6   1.1   1   0   0   1   1   1   1 # 1 # 420 # -1 # ID=217993_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.733
k127_270531_1        -          2-Hacid_dh           PF00389.28   3.4e-21   79.5   0.0   3.8e-21   79.4   0.0   1.0   1   0   0   1   1   1   1 # 2 # 331 # -1 # ID=270001_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.548
k127_182025_1        -          2-Hacid_dh           PF00389.28   3.5e-21   79.5   0.1     4e-21   79.3   0.1   1.1   1   0   0   1   1   1   1 # 3 # 380 # -1 # ID=181675_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.471
k127_232170_1        -          2-Hacid_dh           PF00389.28   4.6e-21   79.1   0.0   5.3e-21   78.9   0.0   1.0   1   0   0   1   1   1   1 # 1 # 339 # -1 # ID=231727_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.546
k127_241356_1        -          2-Hacid_dh           PF00389.28     2e-20   77.1   0.0   2.3e-20   76.9   0.0   1.1   1   0   0   1   1   1   1 # 2 # 775 # -1 # ID=240896_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.623
k127_164632_1        -          2-Hacid_dh           PF00389.28   3.1e-20   76.4   0.1   3.2e-20   76.4   0.1   1.1   1   0   0   1   1   1   1 # 3 # 458 # -1 # ID=164311_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.355
k127_145133_1        -          2-Hacid_dh           PF00389.28   8.1e-20   75.1   0.4   9.5e-20   74.8   0.4   1.1   1   0   0   1   1   1   1 # 1 # 375 # 1 # ID=144839_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.579
k127_195290_1        -          2-Hacid_dh           PF00389.28   1.3e-19   74.5   0.1   1.6e-19   74.1   0.1   1.2   1   0   0   1   1   1   1 # 1 # 570 # 1 # ID=194919_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.670
k127_125014_1        -          2-Hacid_dh           PF00389.28   1.3e-19   74.4   0.1   1.3e-19   74.4   0.1   1.0   1   0   0   1   1   1   1 # 3 # 308 # 1 # ID=124765_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.663
k127_117103_1        -          2-Hacid_dh           PF00389.28   1.3e-19   74.4   0.0   1.4e-19   74.3   0.0   1.0   1   0   0   1   1   1   1 # 1 # 339 # -1 # ID=116863_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.619
k127_293547_1        -          2-Hacid_dh           PF00389.28   6.3e-19   72.2   0.0   8.6e-19   71.7   0.0   1.2   1   0   0   1   1   1   1 # 2 # 838 # 1 # ID=292788_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.695
k127_95334_1         -          2-Hacid_dh           PF00389.28   9.7e-19   71.6   0.2   1.1e-18   71.4   0.2   1.0   1   0   0   1   1   1   1 # 2 # 406 # 1 # ID=95139_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.649
k127_340891_1        -          2-Hacid_dh           PF00389.28   2.5e-18   70.2   0.1   2.6e-18   70.2   0.1   1.0   1   0   0   1   1   1   1 # 3 # 299 # -1 # ID=338469_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.566
k127_191887_1        -          2-Hacid_dh           PF00389.28   2.6e-18   70.2   0.1     3e-18   70.0   0.1   1.0   1   0   0   1   1   1   1 # 3 # 356 # -1 # ID=191521_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.675
k127_52572_1         -          2-Hacid_dh           PF00389.28   6.1e-18   69.0   0.0   6.1e-18   69.0   0.0   1.1   1   0   0   1   1   1   1 # 1 # 333 # 1 # ID=52462_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.652
k127_101498_1        -          2-Hacid_dh           PF00389.28   6.2e-18   69.0   0.0   6.8e-18   68.8   0.0   1.0   1   0   0   1   1   1   1 # 2 # 334 # -1 # ID=101288_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.667
k127_83079_1         -          2-Hacid_dh           PF00389.28   1.7e-17   67.5   0.1   1.7e-17   67.5   0.1   1.1   1   0   0   1   1   1   1 # 3 # 332 # -1 # ID=82900_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.476
k127_319665_1        -          2-Hacid_dh           PF00389.28   8.2e-17   65.3   0.5   8.5e-17   65.3   0.5   1.1   1   0   0   1   1   1   1 # 2 # 379 # -1 # ID=317292_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.659
k127_4173_1          -          2-Hacid_dh           PF00389.28   2.1e-16   64.0   0.0   2.6e-16   63.7   0.0   1.0   1   0   0   1   1   1   1 # 3 # 299 # -1 # ID=4169_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.670
k127_309807_1        -          2-Hacid_dh           PF00389.28   2.4e-16   63.8   0.1   2.6e-16   63.7   0.1   1.0   1   0   0   1   1   1   1 # 2 # 298 # 1 # ID=307457_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.576
k127_206156_1        -          2-Hacid_dh           PF00389.28   4.7e-16   62.9   0.0   5.2e-16   62.7   0.0   1.0   1   0   0   1   1   1   1 # 46 # 342 # 1 # ID=205761_1;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.431
k127_248657_1        -          2-Hacid_dh           PF00389.28   5.9e-16   62.6   0.0   7.6e-16   62.2   0.0   1.1   1   0   0   1   1   1   1 # 1 # 489 # 1 # ID=248182_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.577
k127_280792_1        -          2-Hacid_dh           PF00389.28   1.4e-15   61.3   0.0   1.6e-15   61.2   0.0   1.1   1   0   0   1   1   1   1 # 3 # 443 # -1 # ID=280249_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.594
k127_53765_1         -          2-Hacid_dh           PF00389.28   2.1e-15   60.8   0.0   2.1e-15   60.8   0.0   1.0   1   0   0   1   1   1   1 # 1 # 300 # -1 # ID=53655_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.463
k127_119222_1        -          2-Hacid_dh           PF00389.28   6.2e-15   59.3   0.0   6.2e-15   59.3   0.0   1.1   1   0   0   1   1   1   1 # 2 # 319 # -1 # ID=118981_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.670
