#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
k127_20469_12        -          AA_kinase            PF00696.27   4.6e-50  173.2   1.4   4.6e-50  173.2   1.4   1.7   2   0   0   2   2   1   1 # 9928 # 11163 # -1 # ID=20383_12;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.663
k127_56186_1         -          AA_kinase            PF00696.27   6.8e-50  172.6   5.0     8e-50  172.4   5.0   1.0   1   0   0   1   1   1   1 # 3 # 905 # 1 # ID=55915_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.384
k127_9827_10         -          AA_kinase            PF00696.27   1.4e-45  158.6   0.0   3.7e-45  157.2   0.0   1.6   2   0   0   2   2   1   1 # 6685 # 7812 # 1 # ID=9780_10;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.717
k127_12585_1         -          AA_kinase            PF00696.27   1.7e-45  158.3   0.9   1.9e-45  158.1   0.9   1.0   1   0   0   1   1   1   1 # 1 # 639 # -1 # ID=12523_1;partial=10;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.380
k127_25888_2         -          AA_kinase            PF00696.27     8e-45  156.1   0.2   9.7e-45  155.8   0.2   1.1   1   0   0   1   1   1   1 # 330 # 1280 # 1 # ID=25775_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.716
k127_886_3           -          AA_kinase            PF00696.27   7.8e-43  149.5   0.1   9.5e-43  149.3   0.1   1.1   1   0   0   1   1   1   1 # 1484 # 2350 # 1 # ID=880_3;partial=01;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.535
k127_24296_3         -          AA_kinase            PF00696.27   8.4e-43  149.4   4.2     1e-42  149.2   4.2   1.1   1   0   0   1   1   1   1 # 1627 # 2535 # 1 # ID=24192_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.662
k127_95407_1         -          AA_kinase            PF00696.27   1.4e-42  148.7   0.1   1.6e-42  148.5   0.1   1.1   1   0   0   1   1   1   1 # 3 # 797 # -1 # ID=94964_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.635
k127_90444_1         -          AA_kinase            PF00696.27   6.1e-40  140.1   0.1   7.3e-40  139.8   0.1   1.1   1   0   0   1   1   1   1 # 1 # 804 # -1 # ID=90022_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.682
k127_47829_2         -          AA_kinase            PF00696.27   6.4e-39  136.7   0.1   7.3e-39  136.5   0.1   1.0   1   0   0   1   1   1   1 # 647 # 1435 # 1 # ID=47606_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.553
k127_38371_2         -          AA_kinase            PF00696.27   2.2e-36  128.4   0.7   2.6e-36  128.2   0.7   1.0   1   0   0   1   1   1   1 # 401 # 1003 # 1 # ID=38191_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.363
k127_96607_1         -          AA_kinase            PF00696.27   1.2e-35  126.0   1.2   1.3e-35  125.9   1.2   1.0   1   0   0   1   1   1   1 # 1 # 579 # -1 # ID=96157_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.373
k127_89654_1         -          AA_kinase            PF00696.27   1.9e-34  122.1   0.1   2.5e-34  121.7   0.1   1.1   1   0   0   1   1   1   1 # 3 # 869 # -1 # ID=89237_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.389
k127_66163_2         -          AA_kinase            PF00696.27   6.2e-33  117.1   0.1   1.1e-32  116.3   0.1   1.4   1   0   0   1   1   1   1 # 941 # 3316 # -1 # ID=65854_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.569
k127_17699_1         -          AA_kinase            PF00696.27   1.2e-32  116.2   0.4   1.3e-32  116.1   0.4   1.0   1   0   0   1   1   1   1 # 1 # 540 # 1 # ID=17620_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.359
